date,1. open,2. high,3. low,4. close,5. volume
2025-05-15,340.34,346.1393,334.7153,342.82,97882596.0
2025-05-14,342.5,350.0,337.0,347.68,136997264.0
2025-05-13,320.0,337.5894,316.8,334.07,136992574.0
2025-05-12,321.99,322.21,311.5,318.38,112826661.0
2025-05-09,290.21,307.04,290.0,298.26,132387835.0
2025-05-08,279.63,289.8,279.41,284.82,97539448.0
2025-05-07,276.88,277.92,271.0,276.22,71882408.0
2025-05-06,273.105,277.73,271.35,275.35,76715792.0
2025-05-05,284.57,284.849,274.4,280.26,94618882.0
2025-05-02,284.9,294.78,279.81,287.21,114454683.0
2025-05-01,280.01,290.8688,279.81,280.52,99658974.0
2025-04-30,279.9,284.45,270.78,282.16,128961057.0
2025-04-29,285.5,293.32,279.4695,292.03,108906553.0
2025-04-28,288.98,294.86,272.42,285.88,151731771.0
2025-04-25,261.69,286.85,259.63,284.95,167560688.0
2025-04-24,250.5,259.54,249.2,259.51,94464195.0
2025-04-23,254.86,259.4499,244.43,250.74,150381903.0
2025-04-22,230.96,242.79,229.8501,237.97,120858452.0
2025-04-21,230.26,232.21,222.79,227.5,97768007.0
2025-04-17,243.47,244.34,237.6833,241.37,83404775.0
2025-04-16,247.61,251.97,233.89,241.55,112378737.0
2025-04-15,249.91,258.75,247.54,254.11,79594318.0
2025-04-14,258.36,261.8,245.93,252.35,100135241.0
2025-04-11,251.84,257.74,241.3629,252.31,128948085.0
2025-04-10,260.0,262.49,239.33,252.4,181722604.0
2025-04-09,224.69,274.69,223.88,272.2,219433373.0
2025-04-08,245.0,250.44,217.8,221.86,171603472.0
2025-04-07,223.78,252.0,214.25,233.29,183453776.0
2025-04-04,255.38,261.0,236.0,239.43,181229353.0
2025-04-03,265.29,276.3,261.51,267.28,136174291.0
2025-04-02,254.6,284.99,251.27,282.76,212787817.0
2025-04-01,263.8,277.45,259.25,268.46,146486911.0
2025-03-31,249.31,260.56,243.3601,259.16,134008936.0
2025-03-28,275.575,276.1,260.57,263.55,123809389.0
2025-03-27,272.48,291.85,271.8216,273.13,162572146.0
2025-03-26,282.66,284.9,266.51,272.06,156254441.0
2025-03-25,283.6,288.2,271.28,288.14,150361538.0
2025-03-24,258.075,278.64,256.33,278.39,169079865.0
2025-03-21,234.985,249.52,234.55,248.71,132728684.0
2025-03-20,233.345,238.0,230.0501,236.26,99028270.0
2025-03-19,231.61,241.41,229.201,235.86,111993753.0
2025-03-18,228.155,230.1,222.28,225.31,111477636.0
2025-03-17,245.055,245.4,232.8,238.01,111900565.0
2025-03-14,247.31,251.58,240.73,249.98,100242264.0
2025-03-13,248.125,248.29,232.6,240.68,114813525.0
2025-03-12,247.22,251.84,241.1,248.09,142215681.0
2025-03-11,225.305,237.0649,217.02,230.58,174896415.0
2025-03-10,252.54,253.37,220.0,222.15,185037825.0
2025-03-07,259.32,266.2499,250.73,262.67,102369640.0
2025-03-06,272.06,272.65,260.02,263.45,98451566.0
2025-03-05,272.92,279.55,267.71,279.1,94042913.0
2025-03-04,270.93,284.35,261.8401,272.04,126706623.0
2025-03-03,300.34,303.94,277.3,284.65,115551414.0
2025-02-28,279.5,293.88,273.6,292.98,115696968.0
2025-02-27,291.16,297.23,280.88,281.95,101748197.0
2025-02-26,303.715,309.0,288.04,290.8,100118276.0
2025-02-25,327.025,328.89,297.2512,302.8,134228777.0
2025-02-24,338.14,342.3973,324.7,330.53,76052321.0
2025-02-21,353.44,354.98,334.42,337.8,74058648.0
2025-02-20,361.51,362.3,348.0,354.4,45965354.0
2025-02-19,354.0,367.34,353.67,360.56,67094374.0
2025-02-18,355.01,359.1,350.02,354.11,51631702.0
2025-02-14,360.62,362.0,347.5,355.84,68277279.0
2025-02-13,345.0,358.69,342.85,355.94,89441519.0
2025-02-12,329.94,346.4,329.12,336.51,105382729.0
2025-02-11,345.8,349.37,325.1,328.5,118543400.0
2025-02-10,356.21,362.7,350.51,350.73,77514903.0
2025-02-07,370.19,380.5459,360.34,361.62,70298258.0
